Judet,UAT,Localitate,Siruta,"Nr sectie de votare","Nume sectie de votare",Mediu,"Înscriși pe liste permanente",LP,LS,LSC,UM,LT,"Barbati 18-24","Barbati 25-34","Barbati 35-44","Barbati 45-64","Barbati 65+","Femei 18-24","Femei 25-34","Femei 35-44","Femei 45-64","Femei 65+","Barbati 18","Barbati 19","Barbati 20","Barbati 21","Barbati 22","Barbati 23","Barbati 24","Barbati 25","Barbati 26","Barbati 27","Barbati 28","Barbati 29","Barbati 30","Barbati 31","Barbati 32","Barbati 33","Barbati 34","Barbati 35","Barbati 36","Barbati 37","Barbati 38","Barbati 39","Barbati 40","Barbati 41","Barbati 42","Barbati 43","Barbati 44","Barbati 45","Barbati 46","Barbati 47","Barbati 48","Barbati 49","Barbati 50","Barbati 51","Barbati 52","Barbati 53","Barbati 54","Barbati 55","Barbati 56","Barbati 57","Barbati 58","Barbati 59","Barbati 60","Barbati 61","Barbati 62","Barbati 63","Barbati 64","Barbati 65","Barbati 66","Barbati 67","Barbati 68","Barbati 69","Barbati 70","Barbati 71","Barbati 72","Barbati 73","Barbati 74","Barbati 75","Barbati 76","Barbati 77","Barbati 78","Barbati 79","Barbati 80","Barbati 81","Barbati 82","Barbati 83","Barbati 84","Barbati 85","Barbati 86","Barbati 87","Barbati 88","Barbati 89","Barbati 90","Barbati 91","Barbati 92","Barbati 93","Barbati 94","Barbati 95","Barbati 96","Barbati 97","Barbati 98","Barbati 99","Barbati 100","Barbati 101","Barbati 102","Barbati 103","Barbati 104","Barbati 105","Barbati 106","Barbati 107","Barbati 108","Barbati 109","Barbati 110","Barbati 111","Barbati 112","Barbati 113","Barbati 114","Barbati 115","Barbati 116","Barbati 117","Barbati 118","Barbati 119","Barbati 120","Femei 18","Femei 19","Femei 20","Femei 21","Femei 22","Femei 23","Femei 24","Femei 25","Femei 26","Femei 27","Femei 28","Femei 29","Femei 30","Femei 31","Femei 32","Femei 33","Femei 34","Femei 35","Femei 36","Femei 37","Femei 38","Femei 39","Femei 40","Femei 41","Femei 42","Femei 43","Femei 44","Femei 45","Femei 46","Femei 47","Femei 48","Femei 49","Femei 50","Femei 51","Femei 52","Femei 53","Femei 54","Femei 55","Femei 56","Femei 57","Femei 58","Femei 59","Femei 60","Femei 61","Femei 62","Femei 63","Femei 64","Femei 65","Femei 66","Femei 67","Femei 68","Femei 69","Femei 70","Femei 71","Femei 72","Femei 73","Femei 74","Femei 75","Femei 76","Femei 77","Femei 78","Femei 79","Femei 80","Femei 81","Femei 82","Femei 83","Femei 84","Femei 85","Femei 86","Femei 87","Femei 88","Femei 89","Femei 90","Femei 91","Femei 92","Femei 93","Femei 94","Femei 95","Femei 96","Femei 97","Femei 98","Femei 99","Femei 100","Femei 101","Femei 102","Femei 103","Femei 104","Femei 105","Femei 106","Femei 107","Femei 108","Femei 109","Femei 110","Femei 111","Femei 112","Femei 113","Femei 114","Femei 115","Femei 116","Femei 117","Femei 118","Femei 119","Femei 120"
AB,"MUNICIPIUL AIUD","GÂRBOVA DE SUS",1213,73,"FOSTA ŞCOALĂ GENERALĂ GÎRBOVA DE SUS",U,194,100,27,0,0,127,4,6,6,22,21,4,4,8,28,24,1,0,0,0,0,1,2,0,1,1,1,0,1,0,0,0,2,0,1,1,0,0,0,0,1,2,1,4,1,0,2,0,0,2,0,1,3,2,1,3,1,1,0,0,1,0,0,2,1,0,4,3,1,2,0,1,0,1,1,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,2,1,0,0,0,3,0,2,2,0,1,0,0,0,0,0,3,1,2,0,3,1,1,0,3,4,0,0,0,2,4,1,2,1,1,1,3,3,2,3,0,2,1,0,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL AIUD",GÂRBOVIŢA,1213,74,"FOSTA ŞCOALĂ GENERALĂ GÎRBOVIŢA",U,96,45,18,0,0,63,1,1,4,10,15,0,6,2,14,10,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,2,0,0,1,0,0,0,2,0,0,0,0,1,1,1,0,2,3,2,1,1,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,1,0,1,2,1,1,1,0,1,1,0,1,1,1,1,0,0,2,1,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL AIUD",MĂGINA,1213,69,"GRĂDINIŢA CU PROGRAM NORMAL MĂGINA",U,466,195,14,0,0,209,8,14,13,53,28,6,10,10,41,26,2,1,2,0,3,0,0,0,3,4,1,2,1,1,1,0,1,2,1,2,1,1,0,3,1,1,1,2,2,7,3,2,5,4,1,2,2,4,2,1,2,2,1,0,3,3,5,3,1,3,2,1,2,1,4,1,3,2,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,1,3,0,1,2,1,0,0,0,1,2,1,0,1,0,1,1,1,0,3,2,3,3,2,4,2,3,0,4,2,3,6,1,1,1,1,0,1,1,2,1,2,2,3,3,3,4,4,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL AIUD",PĂGIDA,1213,70,"CĂMINUL CULTURAL PĂGIDA",U,90,46,15,0,0,61,1,4,7,17,2,4,6,7,10,3,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,1,2,1,1,0,0,1,0,1,1,1,2,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,1,0,4,0,0,0,2,0,1,0,1,2,0,1,0,0,0,1,1,2,0,1,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL AIUD",SÂNCRAI,1213,75,"SALA DE FESTIVITĂŢI DIN SÎNCRAI",U,554,253,40,0,0,293,17,13,19,58,40,9,12,25,52,48,3,1,2,3,2,3,3,1,2,0,1,0,0,3,4,1,1,1,3,3,2,3,1,2,1,2,1,3,3,1,2,4,5,1,5,3,4,5,5,4,1,0,4,1,0,4,3,2,3,5,1,4,1,4,2,3,4,1,2,1,0,2,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,2,1,1,3,1,1,1,2,1,1,1,0,1,1,1,3,2,1,3,3,6,4,0,1,3,2,3,4,1,2,2,3,4,5,1,3,1,6,3,2,3,3,2,2,9,3,2,4,0,4,2,4,2,3,2,3,0,1,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL BLAJ",BLAJ,1348,76,"PIAŢA AGROALIMENTARĂ",U,945,435,42,0,0,477,21,20,41,91,53,19,22,41,101,68,5,5,2,4,3,0,2,3,0,2,2,1,2,1,2,5,2,1,5,3,7,4,3,3,9,3,3,3,4,8,9,5,7,6,4,1,4,3,3,5,2,3,3,7,3,4,7,9,7,5,5,4,1,6,2,1,3,4,0,0,1,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,1,4,3,3,2,2,1,3,6,3,1,2,2,0,5,2,3,4,8,2,4,5,5,3,7,7,5,10,5,4,4,3,2,2,4,7,6,5,3,2,9,7,4,5,9,10,6,8,4,5,5,3,3,2,0,4,1,1,3,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL BLAJ",BLAJ,1348,77,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”LUMEA COPIILOR” BLAJ",U,565,250,38,0,0,288,8,11,26,41,47,13,16,21,53,52,2,0,1,3,1,1,0,1,1,0,1,2,2,1,0,2,1,2,5,2,4,5,3,3,1,0,1,2,2,1,5,2,3,2,3,2,1,3,1,2,1,2,3,1,1,3,1,6,2,3,3,5,4,6,2,3,1,1,2,1,3,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,4,3,1,2,2,1,3,0,0,2,3,0,3,4,2,0,3,1,5,1,3,2,0,1,1,5,2,1,0,6,1,2,2,3,2,6,1,1,1,2,7,4,5,3,5,4,3,7,1,1,7,5,1,3,2,2,2,2,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL BLAJ",BLAJ,1348,78,"BAZA DE AGREMENT A MUNICIPIULUI BLAJ",U,733,265,25,0,0,290,21,27,29,56,11,23,25,36,53,9,4,2,4,1,3,3,4,3,3,2,1,2,2,3,2,3,6,0,3,5,3,0,5,3,0,6,4,0,7,4,1,3,4,5,5,3,3,2,2,3,2,3,3,0,2,3,1,2,1,0,2,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,6,2,1,2,3,2,1,4,1,5,3,0,4,2,5,0,4,1,5,5,5,4,3,4,7,2,3,5,3,1,1,2,1,1,2,6,2,3,4,3,1,1,2,3,0,1,4,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL BLAJ",BLAJ,1348,79,"AŞEZĂMÂNTUL SOCIAL - GRĂDINIŢA ”SFÂNTA IRINA”",U,1134,498,27,0,0,525,18,29,36,85,70,23,28,27,103,106,6,3,3,1,2,2,1,1,3,4,1,3,1,1,4,5,6,4,4,3,4,4,3,2,1,5,6,10,1,7,5,3,7,4,2,11,3,4,6,3,5,3,3,2,1,3,2,3,8,6,4,6,10,4,6,3,1,5,2,1,2,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,5,2,2,6,1,3,1,2,7,4,3,3,4,0,4,3,1,0,3,1,2,3,2,8,13,5,8,4,7,7,5,6,7,5,1,3,8,0,2,1,2,7,3,9,14,10,11,11,6,11,7,7,6,2,5,7,1,4,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL BLAJ",BLAJ,1348,80,"ŞCOALA GIMNAZIALĂ ”TOMA COCIŞIU” BLAJ",U,1104,469,44,0,0,513,13,28,35,101,60,17,28,39,97,95,3,2,1,2,3,2,0,3,2,1,0,2,2,4,5,1,8,3,6,4,3,6,2,5,0,5,1,2,4,6,8,3,8,5,9,5,3,5,10,4,3,6,3,2,5,4,6,1,4,5,4,2,4,3,2,6,2,8,5,1,3,2,1,2,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,2,4,2,2,1,1,3,3,6,3,2,1,2,6,1,5,3,5,3,2,3,6,7,4,7,4,3,3,4,5,2,7,5,10,5,10,3,1,5,3,6,4,5,5,6,8,9,5,10,5,8,7,3,9,7,2,3,1,4,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL BLAJ",BLAJ,1348,81,"CENTRUL CULTURAL ”IACOB MUREŞIANU’’",U,776,375,46,0,13,434,15,15,23,84,61,16,22,22,78,98,4,1,1,3,0,3,3,2,2,1,2,0,2,1,1,2,2,1,4,2,2,2,2,2,3,4,1,6,9,4,6,4,11,4,6,5,3,2,6,4,1,1,5,3,2,2,0,2,1,3,6,1,1,1,4,5,5,4,1,7,4,1,1,6,0,1,1,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,4,3,3,0,0,4,1,2,1,5,6,1,2,2,2,2,1,2,2,5,2,3,1,4,4,5,9,8,6,2,4,4,6,3,2,3,1,2,2,2,6,3,2,4,2,10,2,12,2,2,9,5,7,4,6,6,5,1,5,5,5,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL BLAJ",BLAJ,1348,82,"LICEUL TEHNOLOGIC ”ŞTEFAN MANCIULEA” BLAJ",U,621,267,43,0,14,324,10,19,31,55,43,12,16,31,53,54,1,1,1,1,4,2,0,4,2,2,3,1,0,1,2,3,1,5,0,4,2,3,3,2,4,6,2,2,2,4,4,3,5,2,3,2,3,1,0,8,4,4,1,2,3,0,2,1,3,1,2,2,1,4,1,1,6,3,3,1,1,1,1,0,3,0,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,2,2,1,2,2,0,1,2,2,1,1,3,2,1,4,3,2,2,5,2,3,4,5,4,2,2,4,5,1,2,4,2,3,0,3,2,1,5,2,2,4,3,2,1,3,2,2,5,4,3,2,3,4,3,3,2,3,1,1,0,2,3,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL BLAJ",BLAJ,1348,83,"SERVICIUL PUBLIC DE ASISTENŢĂ SOCIALĂ BLAJ",U,507,239,29,0,0,268,10,15,17,54,31,9,13,15,56,48,0,2,2,1,2,2,1,2,1,0,1,2,3,0,3,2,1,2,3,2,2,2,2,1,2,1,0,0,5,3,2,2,3,6,4,3,6,1,2,3,2,1,2,1,3,2,3,3,0,1,5,2,4,1,2,1,1,1,1,2,0,1,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,2,1,1,0,1,1,1,3,1,2,2,2,1,2,3,1,0,0,3,1,1,1,6,4,1,4,6,2,3,1,1,5,4,1,2,1,2,4,4,3,0,2,4,4,7,2,6,2,2,4,1,1,3,1,3,0,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL BLAJ",BLAJ,1348,84,"ASOCIAŢIA JUDEŢEANĂ A VÂNĂTORILOR SI PESCARILOR SPORTIVI ALBA - CLUBUL BLAJ",U,322,158,16,0,1,175,7,17,17,35,15,6,12,13,43,10,0,0,2,1,1,2,1,1,3,0,2,0,1,4,1,3,2,2,2,3,4,3,0,0,1,1,1,1,0,4,0,4,4,1,1,2,2,5,2,1,0,2,4,1,0,0,1,2,1,1,3,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,1,2,1,2,3,0,1,2,0,0,1,2,3,2,0,1,0,1,0,3,1,0,1,2,2,1,4,4,1,1,2,4,4,6,6,0,0,1,0,3,1,0,1,1,0,0,0,1,2,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL BLAJ",BLAJ,1348,85,"LICEUL TEHNOLOGIC ”TIMOTEI CIPARIU”",U,1383,721,54,0,0,775,11,46,58,140,117,15,39,62,149,138,2,2,2,2,0,2,1,10,2,6,2,7,3,6,3,5,2,4,4,4,9,5,7,11,5,5,4,8,5,6,8,5,8,2,9,6,3,9,11,11,11,7,8,5,2,5,11,8,5,9,11,12,8,6,7,5,7,5,5,7,8,1,5,2,2,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,1,3,3,5,6,2,5,7,2,3,3,5,1,5,8,7,5,4,6,8,8,6,5,8,6,8,5,5,3,2,9,12,7,4,16,7,10,7,6,9,8,7,10,6,11,7,12,11,13,7,7,10,8,8,9,7,5,5,1,2,2,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL BLAJ",BLAJ,1348,86,"COLEGIUL NAŢIONAL ”INOCHENTIE MICU CLAIN’’",U,1308,648,71,0,32,751,24,25,65,129,111,23,32,66,141,135,3,4,8,1,4,2,2,2,0,4,0,1,4,3,2,8,1,3,5,11,6,9,9,5,5,9,3,12,6,6,3,7,7,5,9,4,9,5,7,5,6,3,3,9,6,4,13,5,9,6,7,13,3,10,12,7,3,8,3,6,4,5,1,3,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,5,3,2,0,4,3,4,1,2,3,2,2,6,5,6,4,7,8,10,7,6,8,3,7,5,9,4,9,10,10,1,7,6,9,13,8,6,4,10,2,3,7,10,8,7,11,5,9,14,10,14,14,7,8,5,2,6,4,2,4,1,0,3,2,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL BLAJ",BLAJ,1348,87,"ŞCOALA GIMNAZIALĂ ”PETRU PAVEL ARON” BLAJ",U,1666,723,80,0,0,803,34,52,68,144,93,28,61,56,160,107,7,3,3,4,7,3,7,2,5,5,12,5,3,3,7,4,6,6,15,3,11,4,3,7,5,9,5,4,6,8,6,5,7,9,14,7,8,9,7,7,5,4,8,5,8,7,10,5,5,9,9,4,11,4,6,5,5,6,4,2,0,5,3,0,0,2,2,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,5,2,6,1,7,5,7,7,5,4,4,6,5,11,5,5,3,5,9,0,6,9,7,7,5,5,10,7,10,6,11,11,7,10,5,9,13,5,11,6,7,5,9,8,9,6,8,8,6,11,6,4,4,6,8,4,6,3,4,1,5,1,0,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL BLAJ",BLAJ,1348,88,"ŞCOALA GIMNAZIALĂ ”ION MICU MOLDOVAN” BLAJ",U,1580,525,28,0,0,553,38,45,41,115,31,38,35,53,114,43,4,3,10,4,7,6,4,7,2,7,6,4,2,4,8,3,2,0,6,4,5,6,3,5,0,9,3,6,6,3,10,5,11,7,5,8,2,14,9,6,3,1,5,6,5,2,1,2,4,0,2,0,4,5,2,0,0,2,6,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,1,6,6,4,7,3,3,5,4,4,6,3,4,1,2,6,5,12,4,3,5,7,3,3,5,6,5,7,9,9,11,6,6,6,8,4,7,8,3,6,1,5,2,3,2,3,5,1,4,3,2,2,7,1,2,1,3,1,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL BLAJ",BLAJ,1348,89,"GRĂDINIŢA CU PROGRAM NORMAL ”IZVOARELE” BLAJ",U,1281,573,23,0,0,596,21,34,47,116,77,18,26,46,131,80,5,2,6,3,0,4,1,2,5,1,4,3,3,2,2,4,8,3,4,4,2,6,7,5,6,4,6,3,3,8,2,10,8,5,4,7,1,10,10,6,3,5,8,6,6,6,5,2,6,6,3,7,9,7,3,8,3,3,2,3,3,3,1,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,3,4,4,4,4,1,2,3,3,2,5,0,2,4,7,6,6,3,2,3,4,5,6,11,7,5,7,9,7,5,6,5,9,4,7,6,5,6,8,5,4,11,4,4,10,5,6,5,3,5,4,7,7,5,4,2,2,2,3,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL BLAJ",MĂNĂRADE,1348,92,"ŞCOALA GIMNAZIALĂ ”AXENTE SEVER” MĂNĂRADE",U,886,364,22,0,0,386,21,30,39,80,35,15,23,28,77,38,6,2,2,1,5,2,3,2,2,5,4,2,3,2,2,1,7,3,1,4,3,5,8,3,4,5,3,4,3,3,5,1,7,8,2,5,4,4,4,8,2,4,2,5,3,2,4,2,4,6,4,5,1,3,3,1,0,0,1,0,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4,2,5,0,3,1,2,2,1,1,3,5,3,2,4,7,0,7,2,1,2,2,0,3,6,1,1,4,2,4,5,1,6,1,5,7,4,4,3,4,6,4,3,6,1,3,3,4,5,2,0,3,4,1,1,0,4,2,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL BLAJ",PETRISAT,1348,90,"ŞCOALA PRIMARĂ PETRISAT",U,461,242,15,0,2,259,18,8,16,65,34,7,14,15,53,29,1,1,5,3,2,1,5,3,0,0,0,0,2,0,0,1,2,2,2,2,3,1,0,1,2,1,2,4,6,5,3,0,9,2,2,3,8,5,3,1,6,2,0,0,2,1,3,2,0,2,1,6,3,3,3,2,0,2,2,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,1,1,1,4,1,0,0,1,1,2,3,1,1,1,0,2,3,1,3,1,2,5,3,4,1,4,4,3,4,3,3,3,3,3,1,3,0,0,1,4,1,3,3,5,3,2,2,2,1,2,1,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL BLAJ",TIUR,1348,91,"ŞCOALA GIMNAZIALĂ ”SIMION BĂRNUŢIU” TIUR",U,1263,611,24,0,2,637,22,34,42,123,96,18,29,43,117,113,3,2,1,5,1,4,6,3,1,2,6,3,3,3,6,3,4,1,2,2,4,7,9,6,4,4,3,9,4,6,2,5,5,6,6,6,11,9,11,6,4,6,4,6,5,8,4,6,6,5,7,10,7,9,5,5,2,9,5,6,3,2,0,2,1,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,2,1,3,2,3,2,1,3,5,5,6,1,1,3,4,6,7,3,3,9,3,2,3,5,5,5,7,8,4,9,6,11,6,5,11,3,2,3,3,7,7,2,8,5,6,12,12,14,7,8,10,3,3,4,6,4,7,4,2,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL SEBEŞ",SEBEŞ,1874,93,"SERVICIUL PUBLIC DE ADMINISTRARE A PATRIMONIULUI SEBEŞ",U,1665,814,31,0,1,846,30,50,71,158,96,32,38,68,168,135,6,5,4,5,3,5,2,7,2,3,9,4,7,3,9,1,5,12,7,6,7,7,7,2,7,5,11,8,7,13,8,10,11,9,7,7,13,6,12,8,5,8,6,6,6,8,0,5,3,4,8,11,6,5,7,7,5,4,4,4,3,3,3,3,2,0,2,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,7,4,3,3,5,2,3,3,5,5,3,5,3,5,4,5,10,6,10,7,6,3,4,9,8,15,5,9,7,8,5,7,14,11,8,8,3,15,6,8,10,4,10,7,8,11,9,8,11,15,4,13,9,7,0,10,8,4,2,3,3,5,4,6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB,"MUNICIPIUL SEBEŞ",SEBEŞ,1874,94,"LICEUL TEHNOLOGIC SEBEŞ",U,1504,415,60,0,5,480,39,45,54,90,15,42,43,47,89,16,5,5,8,6,3,5,7,4,4,6,6,3,3,4,7,4,4,9,7,8,5,4,5,6,3,1,6,7,4,6,4,10,7,5,7,3,3,3,4,5,5,4,2,2,4,2,3,3,1,2,2,1,2,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,4,7,5,5,5,7,3,5,3,3,2,8,2,3,7,5,8,6,4,0,1,7,3,9,4,3,5,9,6,6,6,3,6,4,8,5,5,4,4,4,3,2,2,4,0,2,2,1,3,3,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
